100,0.0,1,0,0.0,1.0638
100,0.01,1,1,0.03,1.0638
100,0.02,1,2,0.0,1.0638
100,0.03,1,3,0.07,1.0638
100,0.04,1,4,0.06,1.0638
100,0.05,1,4,0.04,1.0638
100,0.06,1,6,0.04,1.0638
100,0.07,1,7,0.07,1.0638
100,0.08,1,8,0.12,1.0638
100,0.09,1,9,0.21,1.0638
100,0.1,1,10,0.21,1.0638
100,0.11,1,11,0.15,1.0638
100,0.12,1,10,0.15,1.0638
100,0.13,1,11,0.2,1.0638
100,0.14,1,13,0.15,1.0638
100,0.15,1,13,0.3,1.0638
100,0.16,1,15,0.25,1.0638
100,0.17,1,16,0.21,1.0638
100,0.18,1,18,0.31,1.0638
100,0.19,1,19,0.35,1.0638
110,0.0,1,0,0.0,1.1702
110,0.01,1,1,0.0273,1.1702
110,0.02,1,2,0.0,1.1702
110,0.03,1,3,0.0182,1.1702
110,0.04,1,4,0.0545,1.1702
110,0.05,1,4,0.0818,1.1702
110,0.06,1,6,0.0636,1.1702
110,0.07,1,7,0.1455,1.1702
110,0.08,1,7,0.0909,1.1702
110,0.09,1,9,0.1455,1.1702
110,0.1,1,9,0.1636,1.1702
110,0.11,1,12,0.1545,1.1702
110,0.12,1,13,0.1636,1.1702
110,0.13,1,14,0.2545,1.1702
110,0.14,1,12,0.2364,1.1702
110,0.15,1,16,0.2091,1.1702
110,0.16,1,15,0.2818,1.1702
110,0.17,1,17,0.2,1.1702
110,0.18,1,17,0.1909,1.1702
110,0.19,1,19,0.2455,1.1702
120,0.0,1,0,0.0,1.2766
120,0.01,1,1,0.0,1.2766
120,0.02,1,2,0.0333,1.2766
120,0.03,1,3,0.0333,1.2766
120,0.04,1,4,0.0417,1.2766
120,0.05,1,6,0.1417,1.2766
120,0.06,1,7,0.1333,1.2766
120,0.07,1,7,0.1167,1.2766
120,0.08,1,9,0.1417,1.2766
120,0.09,1,10,0.2,1.2766
120,0.1,1,11,0.1333,1.2766
120,0.11,1,12,0.2083,1.2766
120,0.12,1,12,0.15,1.2766
120,0.13,1,14,0.2,1.2766
120,0.14,1,15,0.2083,1.2766
120,0.15,1,15,0.2417,1.2766
120,0.16,1,16,0.2333,1.2766
120,0.17,1,20,0.2333,1.2766
120,0.18,1,19,0.2333,1.2766
120,0.19,1,19,0.3417,1.2766
130,0.0,1,0,0.0,1.383
130,0.01,1,1,0.0231,1.383
130,0.02,1,2,0.0462,1.383
130,0.03,1,3,0.0846,1.383
130,0.04,1,5,0.0692,1.383
130,0.05,1,6,0.1077,1.383
130,0.06,1,7,0.1308,1.383
130,0.07,1,9,0.1846,1.383
130,0.08,1,10,0.1923,1.383
130,0.09,1,11,0.1615,1.383
130,0.1,1,13,0.2154,1.383
130,0.11,1,14,0.1077,1.383
130,0.12,1,15,0.1308,1.383
130,0.13,1,16,0.1846,1.383
130,0.14,1,17,0.2769,1.383
130,0.15,1,18,0.2846,1.383
130,0.16,1,19,0.2231,1.383
130,0.17,1,20,0.3385,1.383
130,0.18,1,23,0.3154,1.383
130,0.19,1,21,0.3077,1.383
140,0.0,1,0,0.0,1.4894
140,0.01,1,1,0.0286,1.4894
140,0.02,1,2,0.0571,1.4894
140,0.03,1,4,0.0714,1.4894
140,0.04,1,5,0.1,1.4894
140,0.05,1,7,0.0857,1.4894
140,0.06,1,7,0.15,1.4894
140,0.07,1,9,0.1,1.4894
140,0.08,1,11,0.2143,1.4894
140,0.09,1,12,0.1643,1.4894
140,0.1,1,13,0.1929,1.4894
140,0.11,1,14,0.1857,1.4894
140,0.12,1,15,0.2714,1.4894
140,0.13,1,17,0.25,1.4894
140,0.14,1,17,0.2714,1.4894
140,0.15,1,20,0.2714,1.4894
140,0.16,1,20,0.2357,1.4894
140,0.17,1,21,0.35,1.4894
140,0.18,1,21,0.3,1.4894
140,0.19,1,25,0.35,1.4894
150,0.0,1,0,0.0,1.5957
150,0.01,1,1,0.0,1.5957
150,0.02,1,2,0.0333,1.5957
150,0.03,1,4,0.0467,1.5957
150,0.04,1,6,0.0867,1.5957
150,0.05,1,7,0.08,1.5957
150,0.06,1,9,0.1267,1.5957
150,0.07,1,10,0.1333,1.5957
150,0.08,1,12,0.18,1.5957
150,0.09,1,11,0.1867,1.5957
150,0.1,1,15,0.2333,1.5957
150,0.11,1,16,0.1667,1.5957
150,0.12,1,18,0.3333,1.5957
150,0.13,1,18,0.2733,1.5957
150,0.14,1,19,0.2867,1.5957
150,0.15,1,18,0.3,1.5957
150,0.16,1,22,0.3467,1.5957
150,0.17,1,22,0.4267,1.5957
150,0.18,1,25,0.3467,1.5957
150,0.19,1,22,0.3533,1.5957
160,0.0,1,0,0.0,1.7021
160,0.01,1,1,0.0312,1.7021
160,0.02,1,3,0.0438,1.7021
160,0.03,1,4,0.0688,1.7021
160,0.04,1,6,0.0938,1.7021
160,0.05,1,8,0.0875,1.7021
160,0.06,1,9,0.15,1.7021
160,0.07,1,10,0.1188,1.7021
160,0.08,1,11,0.2062,1.7021
160,0.09,1,12,0.1062,1.7021
160,0.1,1,15,0.2188,1.7021
160,0.11,1,15,0.1562,1.7021
160,0.12,1,17,0.2625,1.7021
160,0.13,1,18,0.275,1.7021
160,0.14,1,21,0.2875,1.7021
160,0.15,1,19,0.3188,1.7021
160,0.16,1,24,0.3625,1.7021
160,0.17,1,25,0.4562,1.7021
160,0.18,1,21,0.3812,1.7021
160,0.19,1,25,0.4125,1.7021
170,0.0,1,0,0.0,1.8085
170,0.01,1,1,0.0235,1.8085
170,0.02,1,3,0.0353,1.8085
170,0.03,1,5,0.1118,1.8085
170,0.04,1,6,0.0941,1.8085
170,0.05,1,8,0.1412,1.8085
170,0.06,1,10,0.1941,1.8085
170,0.07,1,11,0.1824,1.8085
170,0.08,1,12,0.1294,1.8085
170,0.09,1,14,0.1706,1.8085
170,0.1,1,15,0.1882,1.8085
170,0.11,1,16,0.2412,1.8085
170,0.12,1,17,0.1882,1.8085
170,0.13,1,21,0.3353,1.8085
170,0.14,1,21,0.2824,1.8085
170,0.15,1,23,0.2824,1.8085
170,0.16,1,25,0.3588,1.8085
170,0.17,1,26,0.4235,1.8085
170,0.18,1,26,0.3824,1.8085
170,0.19,1,26,0.4118,1.8085
180,0.0,1,0,0.0,1.9149
180,0.01,1,1,0.0222,1.9149
180,0.02,1,3,0.0444,1.9149
180,0.03,1,5,0.0444,1.9149
180,0.04,1,6,0.1111,1.9149
180,0.05,1,9,0.1667,1.9149
180,0.06,1,10,0.0833,1.9149
180,0.07,1,11,0.1667,1.9149
180,0.08,1,13,0.1722,1.9149
180,0.09,1,15,0.2222,1.9149
180,0.1,1,17,0.2278,1.9149
180,0.11,1,16,0.2444,1.9149
180,0.12,1,21,0.2833,1.9149
180,0.13,1,18,0.2944,1.9149
180,0.14,1,23,0.2944,1.9149
180,0.15,1,21,0.2722,1.9149
180,0.16,1,23,0.3722,1.9149
180,0.17,1,28,0.3611,1.9149
180,0.18,1,26,0.4111,1.9149
180,0.19,1,28,0.3556,1.9149
190,0.0,1,0,0.0,2.0213
190,0.01,1,1,0.0316,2.0213
190,0.02,1,3,0.0263,2.0213
190,0.03,1,4,0.0789,2.0213
190,0.04,1,7,0.1263,2.0213
190,0.05,1,9,0.1842,2.0213
190,0.06,1,11,0.1316,2.0213
190,0.07,1,13,0.2211,2.0213
190,0.08,1,15,0.2368,2.0213
190,0.09,1,17,0.1947,2.0213
190,0.1,1,18,0.2579,2.0213
190,0.11,1,17,0.2632,2.0213
190,0.12,1,19,0.2632,2.0213
190,0.13,1,21,0.3053,2.0213
190,0.14,1,23,0.2842,2.0213
190,0.15,1,24,0.3,2.0213
190,0.16,1,29,0.4421,2.0213
190,0.17,1,29,0.4474,2.0213
190,0.18,1,27,0.3895,2.0213
190,0.19,1,27,0.3737,2.0213
200,0.0,1,0,0.0,2.1277
200,0.01,1,2,0.025,2.1277
200,0.02,1,4,0.065,2.1277
200,0.03,1,6,0.095,2.1277
200,0.04,1,6,0.105,2.1277
200,0.05,1,10,0.09,2.1277
200,0.06,1,12,0.2,2.1277
200,0.07,1,12,0.22,2.1277
200,0.08,1,15,0.23,2.1277
200,0.09,1,16,0.2,2.1277
200,0.1,1,17,0.255,2.1277
200,0.11,1,18,0.25,2.1277
200,0.12,1,23,0.33,2.1277
200,0.13,1,23,0.355,2.1277
200,0.14,1,24,0.35,2.1277
200,0.15,1,23,0.31,2.1277
200,0.16,1,29,0.37,2.1277
200,0.17,1,27,0.395,2.1277
200,0.18,1,30,0.385,2.1277
200,0.19,1,30,0.48,2.1277
210,0.0,1,0,0.0,2.234
210,0.01,1,2,0.0238,2.234
210,0.02,1,4,0.0714,2.234
210,0.03,1,6,0.081,2.234
210,0.04,1,7,0.119,2.234
210,0.05,1,10,0.1333,2.234
210,0.06,1,11,0.1333,2.234
210,0.07,1,14,0.1952,2.234
210,0.08,1,14,0.2095,2.234
210,0.09,1,16,0.2238,2.234
210,0.1,1,19,0.3,2.234
210,0.11,1,20,0.281,2.234
210,0.12,1,21,0.2762,2.234
210,0.13,1,24,0.3429,2.234
210,0.14,1,24,0.3524,2.234
210,0.15,1,26,0.381,2.234
210,0.16,1,27,0.3857,2.234
210,0.17,1,28,0.3714,2.234
210,0.18,1,30,0.4476,2.234
210,0.19,1,28,0.4619,2.234
220,0.0,1,0,0.0,2.3404
220,0.01,1,2,0.0136,2.3404
220,0.02,1,4,0.0864,2.3404
220,0.03,1,6,0.0727,2.3404
220,0.04,1,8,0.1227,2.3404
220,0.05,1,11,0.15,2.3404
220,0.06,1,13,0.2091,2.3404
220,0.07,1,15,0.2045,2.3404
220,0.08,1,16,0.2636,2.3404
220,0.09,1,17,0.2818,2.3404
220,0.1,1,19,0.2636,2.3404
220,0.11,1,20,0.2955,2.3404
220,0.12,1,22,0.3318,2.3404
220,0.13,1,24,0.3455,2.3404
220,0.14,1,24,0.3455,2.3404
220,0.15,1,31,0.4682,2.3404
220,0.16,1,31,0.3955,2.3404
220,0.17,1,28,0.4,2.3404
220,0.18,1,31,0.4273,2.3404
220,0.19,1,35,0.4682,2.3404
230,0.0,1,0,0.0,2.4468
